text,label
"Only 'miracles' can move Brexit talks forward by October, EU tells Britain",Human
Plague outbreak in Madagascar kills 20: WHO,Human
Germany's Merkel to name aide Altmaier as stand-in finance minister: sources,Human
Germany's FDP look to fill Schaeuble's big shoes,Human
Anti-Mugabe pastor acquitted in Zimbabwe of public violence charges,Human
"Turkish measures against Northern Iraq won't target civilians, PM says",Human
Macron says there is EU 'consensus' for new reforms,Human
Merkel wants clear line on eurozone reform in German coalition talks,Human
The pope is writing a document on fake news - and that's the truth,Human
U.N. aims to open Libyan transit center early next year - senior official,Human
Islamic state claims suicide bombing near Kabul mosque: Amaq,Human
Greece considers extradition of bitcoin fraud suspect wanted by U.S. and Russia,Human
"U.S. military aircraft crashes in Syria, injuring two: officials",Human
Russia says ready to work with North Korea to resolve missile crisis,Human
Russia left troops in Belarus after wargames: Ukraine,Human
UK court agrees to extradite suspect in Italy model kidnap plot,Human
"In Pakistan's coal rush, some women drivers break cultural barriers",Human
Storm-battered Antigua asks U.S. to settle 12-year old WTO bill,Human
Yemen cholera cases could hit 1 million by year-end: Red Cross,Human
"With Budapest closer to Moscow, Orban grants money to Russian Orthodox churches",Human
Saudi man arrested after threatening women drivers,Human
Iraq's top Shi'ite cleric Sistani opposes secession of Kurdish region,Human
Kurdistan region refuses to hand over border crossings to Iraqi government: Rudaw,Human
Iran bans oil refinery products traffic with Iraqi Kurdistan: report,Human
Stampede in India's financial capital kills at least 22,Human
Lavrov: Russia-U.S. cooperation on Syria 'not without problems',Human
Russia's Putin says de facto conditions created for end to Syrian civil war,Human
Burundi loses bid to stop U.N. atrocities investigation,Human
Swiss strip refugee status from Libyan preacher,Human
Catalans occupy voting stations to defy Madrid's order to stop referendum,Human
Russia accuses CNN International of violating Russian media law,Human
Migrant smuggling crackdown triggered clashes in Libyan city: armed group head,Human
South Africa court says cannot compel Zuma to set up influence-peddling inquiry,Human
U.N. Human Rights Council extends Myanmar mission until September 2018,Human
"How blood money, diplomacy and desperation are reuniting Palestine",Human
China to prosecute former party boss of Chongqing,Human
Wave of humanity' puts aid agencies to the test in Bangladesh,Human
Myanmar ministers deliver aid to trapped Rohingya village,Human
Putin complains Russian media abroad face unacceptable pressure,Human
Haftar says force remains option in Libya but political solution best,Human
Turkish military kills three PKK militants in north Iraq near border: sources,Human
"Britain 'unconditionally committed' to EU's security, says PM May",Human
UK's May urges EU to respond in kind to new tone on Brexit talks,Human
Women to plead not guilty in high-profile Kim Jong Nam murder trial,Human
Furious Philippines decries West's joint stand on drug war killings,Human
"Uber, Grab to tighten up on deliveries in Philippines amid drug concerns",Human
Vietnam court sentences to death PetroVietnam ex-chairman in mass trial,Human
"China says one step forwards, two steps back no good for Japan ties",Human
Energised challenge by Tokyo governor exposes risk of PM Abe's snap poll decision,Human
Turkey orders 117 soldiers detained over Gulen links: sources,Human
"Hoyer, asked on German finmin post, says 'extremely happy' at EIB",Human
Japan's defense chief warns of possible North Korea provocation on October 10,Human
"Militants attack Kabul airport during Mattis visit, U.S. strike hits civilians",Human
"Militants attack Somali military base, kill at least 15",Human
"Most Germans want three-way coalition of conservatives, FDP and Greens: poll",Human
Looming election may be nail in coffin for Japan's fiscal reform,Human
China support for North Korea clampdown growing: U.S. official,Human
Behind the bombast: North Korea's genteel foreign minister,Human
South Korea expects more provocative acts by North Korea in mid-October,Human
"IAEA says North Korea's rapid weapons progress poses new, global threat",Human
"Cuts hurt Mexico quake response, outlook ahead of 2018 vote",Human
"Fear of volcanic eruption on Bali forces nearly 135,000 to flee to shelters",Human
Turkey's Erdogan links fate of detained U.S. pastor to wanted cleric Gulen,Human
Macron's EU vision will bolster Franco-German axis: Merkel,Human
Russia and North Korea to discuss nuclear crisis in Moscow,Human
World Bank approves $150 million disaster fund for Dominican Republic,Human
Trump to host Thai prime minister on October 2: White House,Human
British Columbia hires investigator to probe money laundering in casinos,Human
"Promoters of pop concerts, other events may ditch Malaysia as hard-line Islam gets a grip",Human
"Trump congratulates Merkel on election win, discusses Iran: White House",Human
Islamic State set up Libyan desert army after losing Sirte: prosecutor,Human
Munich prosecutors arrest ex-Porsche executive in Audi emissions probe: source,Human
Catalan separatists call supporters onto streets for 'peaceful' referendum day,Human
Cameroon Anglophone regions to shut Nigeria border over protests,Human
"U.S. envoy to U.N. demands Myanmar prosecutions, weapons curbs, over Rohingya",Human
Senate confirms Huntsman as ambassador to Russia,Human
Compromise sought on U.N. Yemen inquiry as Saudi pressure mounts,Human
"Brexit talks warmer after May's speech, but no closure",Human
EU's Verhofstadt pokes fun at British PM May but says a Brexit deal can be done,Human
Britain's May to press case with EU on security in Tallinn,Human
U.S. air strike kills 'several' Islamic State militants in Libya,Human
Turkey raises oil threat after Iraqi Kurds back independence,Human
Turkey's Erdogan calls Iraqi Kurdish referendum illegitimate,Human
"Islamic State's Baghdadi, in undated audio, urges militants to keep fighting",Human
"Nigeria to hold presidential and parliamentary election on Feb. 16, 2019",Human
Senators urge Trump administration to act on Myanmar Rohingya,Human
"U.S. willing, if asked, to facilitate talks between Kurds, Baghdad: State Department",Human
"Myanmar violence could spread, displace more Rohingya: U.N. chief",Human
U.S. says countries should suspend providing weapons to Myanmar,Human
"Fincantieri, Naval Group may exchange stakes in future military alliance",Human
"U.N. offers to help resolve Baghdad, Kurdistan region crisis: Iraq foreign ministry",Human
Pakistan ministry seeks ban on new party backed by prominent Islamist,Human
Merkel's conservatives warned not to close off coalition options,Human
Foreign powers could try to influence German coalition talks: spy chief,Human
Loss of focus in fighting Islamic State after Kurdish referendum: coalition spokesman,Human
"Exclusive: From cyber unit to troops, South Korea adds extra layer of Olympics security amid tensions",Human
"Iran may drop nuclear deal if U.S. withdraws, foreign minister tells al Jazeera",Human
U.S. envoy slams Russia for bid to shield Iran from IAEA inspections,Human
EU's Verhofstadt says assumes a Brexit deal can be done with Britain,Human
"Syrian Observatory says IS cut Deir al-Zor road, military source denies",Human
Czech president's spokesman likens EU to Third Reich in outburst over spirit ingredient,Human
"Feeling left out, under threat, east Germans rebel with far-right vote",Human
Lebanon sentences Islamist cleric to death for attacks on army,Human
Macron's ideas can bolster Franco-German axis: Merkel,Human
Congo naval boats battle rebels on Lake Tanganyika,Human
Turkey stops training Iraqi Kurdish peshmerga after independence vote,Human
"Saudi women to be allowed to drive from age 18, same as men",Human
"Boat with 130 Rohingya refugee capsizes off Myanmar, IOM says",Human
Colombia's defense minister says drug policy must be long-term,Human
French court jails woman who sent money to son killed in Syria,Human
Tunisia foils the departure of 555 migrants to Europe in September,Human
Senegal rebels issue warning over Astron's mineral sands mine,Human
Russian hacker wanted by U.S. tells court he worked for Putin's party,Human
U.N. agrees new team of experts for Burundi but EU and U.S. decry move,Human
Seven killed by car bomb explosion in Mogadishu: police,Human
"UK business, unions ally to urge Brexit citizenship deal",Human
"Brexit bill gives UK ministers 'excessively wide' powers, parliament committee says",Human
Brazil poll shows Temer approval plummets on new graft charges,Human
Egyptian court hands fresh life sentence to Muslim Brotherhood leader,Human
U.S. student held in North Korea died of oxygen starved brain: coroner,Human
Iraqi Shi’ite militias accused of rights abuses in Hawija operation,Human
Extortionist seeking millions by poisoning supermarket food: German police,Human
Protesters in Hong Kong demand full democracy on 'Occupy' anniversary,Human
Uzbek dissident charged with anti-government propaganda: report,Human
"Ahead of regional vote, Merkel's conservatives neck-and-neck with Social Democrats",Human
Russia tell U.S. to step back from dispute over military observation flights,Human
European Parliament wants Britain to end discrimination against EU citizens: draft,Human
Zimbabwe's Mugabe likens rivals to Judas for seeking his retirement,Human
"Turkey, Iran, Iraq may meet to discuss Kurdish Iraqi referendum: Turkey PM",Human
Ukraine says ammo depot explosions huge blow to combat capability,Human
"France condemns Idlib offensive, urges Russia to abide by de-escalation deals",Human
Turkey calls on citizens to leave northern Iraq before flights suspended on Friday,Human
Catalonia urges EU intervention in independence vote dispute,Human
Egyptian air force strikes arms convoy at Libyan border,Human
Philippine leader changes his tune with praise for U.S. 'allies',Human
Kenya's ruling party moves to amend election law ahead of vote re-run,Human
"U.N. denounces air raids on Idlib hospitals, seeks protection system",Human
Japan calls snap election as new party roils outlook,Human
North Korea insists U.S. student Warmbier wasn't tortured,Human
Turkish family of PakTurk Schools director abducted in Pakistan: rights group,Human
"Leaving nothing to chance, China increases security, social control before Congress",Human
"Turkey will deal with Iraqi central government, PMs to meet soon: spokesman",Human
Russia denies Syrian opposition allegation over civilian deaths,Human
Speed over safety? China's food delivery industry warned over accidents,Human
China says North Korean businesses in country will shut within 120 days of U.N. resolution,Human
Thai junta leader says fugitive former PM Yingluck is in Dubai,Human
"Facebook, Google, Twitter asked to testify on Russian meddling",Human
Suicide car bomb kills at least 12 Afghan police,Human
"China says wants deeper Singapore military ties, raps Taiwan relations",Human
Rising tension spurs Malaysia to ban travel to North Korea,Human
Yemen Houthis say U.S. citizen kidnapped by unknown gunmen,Human
Israel says it foiled planned ISIS-inspired attack at Jerusalem holy site,Human
China says will protect sovereignty from any conflict on Korean peninsula,Human
Tokyo Governor Koike: will examine steps to exit nuclear power dependence by 2030,Human
Iraqi PM's office says Turkey agrees to deal only with Baghdad on oil exports,Human
Qatar Airways cancels flights to northern Iraq: website,Human
Taiwan to allow visa-free entry for visitors from Philippines,Human
Youths charged with murder after fatal fire at Malaysian school,Human
"China says U.N. sanctions on North Korea allowed buffer period for coal, seafood ban",Human
El Salvador launches commission to find those missing from civil war,Human
Mali president wants U.S. to reverse Chad travel ban,Human
Far-right presidential hopeful aims to be Brazil's Trump,Human
U.S. will phase out program for Central American child refugees,Human
"Hope evaporating, a grim wait for relatives after Mexico quake",Human
"Mexico's Pena Nieto says disaster funds limited, need to rework budget",Human
Senator says Russian internet trolls stoked NFL debate,Human
"Trump administration proposes to cut refugee cap to 45,000",Human
"Venezuelan leader blasts Rajoy, mocks Trump",Human
"Opposition says 150 civilians killed in Russian, Syrian raids on Idlib",Human
Western Sahara independence emissary refuses to leave Lima airport,Human
"Schaeuble to head German parliament, unblocking coalition talks",Human
"Avocet's convoy in Burkina Faso strikes landmine, killing two",Human
Government will take over burned Myanmar land: minister,Human
Baghdad piles pressure on Iraqi Kurds to reverse overwhelming independence vote,Human
"Rescue ship says Libyan coast guard shot at and boarded it, seeking migrants",Human
Russia says general killed in Syria held senior post in Assad's army,Human
Rebels close in on east Congo city amid gunfire,Human
"Iraq Kurdish vote may benefit Syrian Kurds, say their leaders",Human
Facebook says deleted many fake accounts in German campaign,Human
Dissident Uzbek writer held on return from exile: wife,Human
Turkey says air force kills 13 in north Iraq air strike,Human
"Islamic State claims responsibility for rocket, mortar fire on Kabul airport",Human
U.S. air strike causes casualties as Mattis visits Afghan capital,Human
Rain begins with a single drop:' Saudi women rejoice at end of driving ban,Human
Norway government to rule in minority after centrists abandon talks,Human
"Qatar must protect workers from lethal heat, rights group says",Human
Interpol approves membership for State of Palestine over Israeli objections,Human
"After euro zone, Germany's Schaeuble faces new challenge in far-right",Human
NATO chief says Europe has interest in helping Afghanistan,Human
Red Scare' puts pressure on Indonesian president,Human
Iranians pour onto the streets to mourn soldier beheaded in Syria,Human
Fugitive former Thai PM Yingluck gets five years' jail in absentia,Human
War and the prize: how some Nobel laureates turn away from peace,Human
East Libyan government issues retaliatory entry ban against U.S. citizens,Human
Angola’s Samakuva to step down as UNITA opposition party leader,Human
Women drivers seen reviving Saudi car market,Human
"Vatican urges politicians to defend migrants, not stereotype them",Human
The economy of Wolfgang Schaeuble - at a glance,Human
"Political mainstream', Corbyn says Britain's Labour ready for government",Human
UNHCR alarmed at violence against Rohingyas in Sri Lanka,Human
14 people shot dead at Mexican drug rehab center,Human
Russia jails Crimean dissident for speaking out against Moscow's rule,Human
Lawmakers brawl in Uganda parliament for second day over presidential age limit,Human
Turkey to suspend flights to Northern Iraq from Friday: statement,Human
"Cameroon illegally deported 100,000 Nigerian refugees: rights group",Human
South Africa anti-Zuma protests harden ANC succession divides,Human
Explosion in Mali kills three U.N. soldiers from Bangladesh,Human
German FinMin Schaeuble ready to head parliament: senior conservative,Human
Turkish nationalist leader says thousands ready to fight for Iraq Turkmen,Human
"Merkel welcomes ""a lot of material"" from Macron on EU reform",Human
"Germany's Schaeuble ready to leave Finance Minister job, head Bundestag: CDU",Human
Iraqi parliament asks leader Abadi to take back Kurd-held Kirkuk,Human
Iraq sends delegation to Iran 'to coordinate military efforts',Human
Israel cuts jail term of soldier who killed prone Palestinian assailant,Human
Thousands evacuated in Ukraine as ammunition depot explodes,Human
"In Japan, new party challenges Abe with populist slogans; but little policy gap",Human
Lawmakers fight in Uganda parliament for second day over term limit laws,Human
"EU border controls could be extended in crisis, Commission says",Human
"Disclose your donors, South African court tells political parties",Human
Menacing Bali volcano throws tourists' plans into jeopardy,Human
"Putin hails Russia's destruction of chemical weapons, accuses U.S.",Human
Big question' is whether Rohingya can go home: U.N. refugee chief,Human
Slaughtered Hindus a testament to brutality of Myanmar's conflict,Human
"U.N. 'appalled' at mass hangings in Iraq, concerned more may follow",Human
Eating leaves to survive in Myanmar's 'ethnic cleansing' zone,Human
PM May is driving Britain to cliff-edge Brexit: Labour leader,Human
Islamic State attack west of Baghdad kills seven: security sources,Human
Factbox: Saudi king lifts ban on women driving - but what about other rights?,Human
Iraqi PM calls on Kurds to cancel independence referendum result,Human
Merkel welcomes 'a lot of material' from Macron for EU reform debate,Human
"France criticizes U.S. travel ban on Chadian ally, urges reversal",Human
Indian troops in firefight with rebels near border with Myanmar,Human
UK counter-terrorism police arrest woman under official secrets act,Human
"Turkey's border with northern Iraq remains open, for now, minister says",Human
Russia to retaliate against U.S. in military observation flights row: agencies,Human
Indonesia prepares to divert Bali-bound flights in case of volcanic eruption,Human
UK counter-terrorism police arrest 11 in far-right investigation,Human
Saudi women rejoice at end of driving ban long backed by clerics,Human
Fewer babies born in Singapore last year despite incentives,Human
Half of Filipinos don't believe police accounts of drugs war deaths: poll,Human
"Kurdistan rejects Iraq's demand to hand over airports, Baghdad readies air ban",Human
"U.S. Commerce Secretary says market access, protectionism top China issues",Human
Austria's Freedom Party expels official over Nazi allegations,Human
"China says Taiwan not a country, Taiwan says China needs reality check",Human
New Zealand's kingmaker party defers govt decision until October 7,Human
Wife of vanished British lord at heart of murder mystery found dead,Human
"Trump: military option for North Korea not preferred, but would be 'devastating'",Human
China says military means not an option to resolve Korea situation,Human
"France says Iraqi Kurds against independence push, urges Baghdad concessions",Human
British banker to appeal conviction over HK double murders,Human
Thai former PM Yingluck gets five-year jail term for negligence,Human
Pakistan finance minister denies corruption charges,Human
France says Trump method not best way to tackle North Korea crisis,Human
"Tillerson to discuss North Korea crisis, trade in China",Human
Kurdish independence vote damages U.S. efforts to preserve unified Iraq,Human
"Russia warns Iraq, Kurds not to destabilize Middle East after Kurdish vote",Human
New Zealand party leaders meet with caucuses to start negotiation talks,Human
Saudi king decrees women be allowed to drive,Human
"Tokyo governor launches new party, won't run for election herself",Human
Cuba warns U.S. against hasty decisions in mysterious illness in diplomats,Human
Brazil's top prosecutor says committed to 'Car Wash' probe,Human
"Chile left-wing candidates could form alliance, threatening market rally",Human
Singaporean blogger released after winning U.S. ruling for asylum,Human
"After German election, France's Macron paints sweeping vision for Europe",Human
IAEA chief calls for clarity on disputed section of Iran nuclear deal,Human
Top U.S. general says exiting Iran nuclear pact would make future deals tough,Human
Saudi ambassador to U.S. says his society is ready to let women drive,Human
"Philippines' Duterte wants U.S. help in fighting drugs, blames triads",Human
Commandos storm plane in Philippines-U.S. hijack simulation,Human
Mexico in three-day countdown to search for earthquake survivors,Human
North Korea's bark may be worse than bite in threat to shoot down U.S. bombers,Human
Syria producing more energy after army recaptures gas fields - ministry,Human
Rights group accuses Myanmar of crimes against humanity,Human
Spanish police to take over Catalan polling stations to thwart independence vote,Human
"Trump, Spanish PM Rajoy say they oppose Catalonia independence bid",Human
U.S. welcomes royal order to allow Saudi women to drive,Human
British police release three more men in London tube attack probe,Human
Protesters force Rohingya refugees to flee Sri Lanka safe house,Human
U.N. launches new plan to end Libya's post-revolution turmoil,Human
Trump says U.S. 'totally prepared' for military option in North Korea,Human
Trump urges EU to sanction Maduro government in Venezuela,Human
Macron's Europe speech draws mixed reaction in Berlin,Human
He can count on us:' German SPD minister hails Macron's EU speech,Human
Fistfights erupt in Uganda's parliament amid move to extend Museveni rule,Human
"Barzani says 'yes' vote won independence referendum, calls on Baghdad to engage in dialogue",Human
"No, m'lud: Brexit stymies EU judges' English conversion",Human
Angola’s first new president in 38 years vows to fight graft,Human
"U.S. Treasury sanctions 26 individuals, nine banks over North Korea",Human
Venezuela opposition won't attend scheduled talks with government,Human
Iraq gives Kurdistan till Friday to hand over control of airports to avoid embargo,Human
"Under pressure to act against Kurds, Iraq has limited options",Human
Zimbabwe court frees activist pastor arrested for subversion,Human
Ireland set to vote on loosening abortion laws in May or June,Human
"Two worlds of Labour, Britain's opposition party struggles to unite",Human
"Swedish train derails after hitting armored vehicle, four injured",Human
Co-leader of Germany's far-right AfD to quit in major blow,Human
Top U.S. general says North Korea military posture unchanged despite rhetoric,Human
German FDP reject Macron's call to create joint euro zone budget,Human
"Iran vows to stand with Baghdad, Ankara against Iraqi Kurds' independence push",Human
Dutch tourist group cuts South Africa visit short after armed bus robbery,Human
France's Macron picked moment to put EU proposals to Germany,Human
"UAE law targets sexual harassment, forced labor",Human
Former Ivory Coast president Gbagbo to remain in detention for trial: ICC,Human
Highlights: French President Macron's speech on the EU,Human
"France's Macron says euro zone needs its own budget, a finance minister",Human
EU's Juncker hails Macron speech as 'very European',Human
The new risk for Europe: an inward-looking Germany,Human
Co-leader of Germany's far-right AfD to quit in major blow,Human
Kenyan police disperse protests against election commission,Human
Myanmar army Facebook posts covering key period of offensive 'hidden',Human
Alleged Islamic State recruiter goes on trial in Germany,Human
German conservatives push Finance Minister Schaeuble to swap job,Human
"Brexit negotiations not ready for next stage yet, EU's Tusk says",Human
Russian bombers fire cruise missiles at Islamic State targets in Syria: RIA,Human
"Netanyahu congratulates Merkel, sees anti-Semitism rising on left and right",Human
Croatia jails Serb paramilitary commander for war crimes,Human
Erdogan tells Iraqi Kurds they will go hungry if Turkey imposes sanctions,Human
"Kremlin, after Kurdish vote, says supports integrity of regional states",Human
Turkish foreign minister says joint operation with Iraq on table after referendum,Human
"Number of new refugees from Myanmar in Bangladesh up to 480,000 - agencies",Human
Danish minister republishes controversial Prophet cartoon on Facebook,Human
"Pakistan's ex-PM Sharif appears before anti-corruption court, set to be indicted",Human
Brexit blues? Britons stay cheerful in tumultuous 12 months,Human
U.N. experts urge Aung San Suu Kyi to meet persecuted Rohingya,Human
"We can make Brexit a success if we are creative, PM May tells EU's Tusk",Human
"Husband of far-right AfD co-leader to quit party, lawmaker says",Human
Palestinian gunman kills three Israeli guards at West Bank settlement,Human
"Puerto Rico evacuates area near crumbling dam, asks for aid",Human
"Trump says Puerto Rico in trouble after hurricane, debt 'must be dealt with'",Human
Russian foreign ministry to meet visiting North Korean diplomat - RIA,Human
Official sacked after Yoda image appears on Saudi textbook,Human
Russia builds bridge to move troops across Syria's Euphrates river: TV,Human
China says situation on Korean peninsula very dangerous,Human
China's fuel exports to North Korea slow further - customs,Human
Ramping up tensions over North Korea may have dangerous consequences - Kremlin,Human
"Mattis seeks Indian role in Afghanistan, vows to fight militant shelters",Human
"Turkey's Erdogan says military, economic options on table over Iraqi Kurdish referendum",Human
China's Xi says will support Interpol raising its profile,Human
"Putin, Merkel hold phone call after German polls: Kremlin",Human
Iraqi soldiers join Turkish exercises near shared border: witness,Human
U.S. keeps up diplomatic efforts to deal with North Korea crisis,Human
Merkel strikes reserved tone ahead of Macron's Europe speech,Human
Russian foreign ministry 'working behind scenes' to resolve North Korea crisis: RIA,Human
"Mattis says no tolerance for terrorist sanctuaries, will work with India",Human
Russia denies it killed civilians in air strikes on Syria's Idlib,Human
Damascus says Syrian Kurdish autonomy negotiable: report,Human
China says war on Korean peninsula will have no winner,Human
Second group of refugees to leave Australian camp for U.S. resettlement,Human
"Philippine presidential guard shot dead, Duterte not nearby",Human
Couple defy Hurricane Maria on roof to save pets - lots of them,Human
Couple defy Hurricane Maria on roof to save pets - lots of them,Human
Turkish court releases jailed journalist in opposition newspaper case,Human
Supporters of South Korea ex-leader Park ask U.N. body to probe her detention conditions,Human
Weakened dam looms as latest threat to Puerto Rico after hurricane,Human
Multinationals in Puerto Rico respond to Hurricane Maria,Human
"Exclusive: Mexico unlikely to find more quake survivors, emergency chief says",Human
Turnout high as Iraqi Kurds defy threats to hold independence vote,Human
Iraq refuses talks with Kurdistan about independence referendum results,Human
"North Korea moving airplanes, boosting defense after U.S. bomber flight: Yonhap",Human
We have the tap': Turkey's Erdogan threatens oil flow from Iraq's Kurdish area,Human
China busts underground bank in Guangzhou: China Daily,Human
Battered Puerto Rico hospitals on life support after Hurricane Maria,Human
Canada bans its agencies from sharing information that could lead to torture,Human
Seven arrested in Egypt after raising rainbow flag at concert,Human
European ambassadors to U.S. back Iran nuclear pact,Human
Senate Democratic leader Schumer calls for speedy Puerto Rico relief,Human
Trump travel ban on more solid ground as top court cancels hearing,Human
Venezuela slams U.S. travel restrictions as 'political terrorism',Human
Mexico City gets unsteadily back on its feet after quake,Human
Brazil house speaker says Temer charges must be taken together,Human
Maria likely to become tropical storm Tuesday night or Wednesday: NHC,Human
Desperate travelers crowd Puerto Rico airport in hopes of seat out,Human
"Swiss war crimes inquiry into Assad's uncle stalled, rights group says",Human
Chelsea Manning says she was denied entry to Canada,Human
U.S. citizen detained in Yemeni capital Sanaa: colleagues,Human
Turnout high as Iraqi Kurds defy threats to hold independence vote,Human
Eighty percent of Puerto Rico power lines down: PREPA,Human
"China's U.N. envoy says North Korea, U.S. rhetoric 'too dangerous'",Human
"Britain's Labour shifts on Brexit, proposes staying in customs union",Human
"UK's Labour pledges infrastructure nationalization, credit card cap",Human
"Notion U.S. has declared war on North Korea is 'absurd,' White House says",Human
Venezuela doctors in protest urge stronger WHO stance on health crisis,Human
Man found guilty under UK terrorism laws after refusing to reveal passwords,Human
Iraq hangs 42 Sunni militants convicted of terrorism,Human
Hopes and frustrations as Brexit talks resume after May speech,Human
Japan's Abe announces snap election amid worries over North Korea,Human
Tokyo Governor Koike to challenge Japanese PM Abe with new party,Human
Japanese PM Abe says election won't distract him from tackling North Korea,Human
Kurdistan supervisors begin counting votes in independence referendum,Human
U.S.-backed alliance says Russian jets struck its fighters in east Syria,Human
Syrian militias aim to push Islamic State out of Raqqa within a month,Human
Myanmar finds more bodies in mass grave; U.N. seeks rapid aid increase,Human
Polish president backs down in judicial reform spat,Human
Merkel hangs on to power but bleeds support to surging far right,Human
Jews around world alarmed by far-right breakthrough in Germany,Human
Merkel tries to build coalition after vote that puts far right in parliament,Human
"Scenting power, potential Merkel coalition partners edge closer on Europe",Human
Netanyahu muzzles Israeli officials on Kurdish referendum,Human
Moscow blames 'two-faced U.S. policy' for Russian general's Syria death: RIA,Human
Pentagon: Will provide Trump options if North Korea provocations continue,Human
German conservative suggests job move for veteran finance min Schaeuble,Human
Lithuania's Social Democrat MPs disobey party to stay in government,Human
Austria's far right gives two cheers for German sister party's success,Human
"Factbox: Conservative, liberal, progressive: Merkel's 'Jamaica coalition' puzzle",Human
"Game over for 'discredited' Catalan referendum, Spanish officials say",Human
Kirkuk declares curfew after Iraqi Kurdish independence referendum,Human
German industry see FDP revival boosting digital transition,Human
Turkey turns off Kurdish Rudaw channel in wake of referendum,Human
Police investigating militants search Brussels houses,Human
EU calls for legal commission to vet new Polish judicial reform laws,Human
"Brooking no dissent, Marine Le Pen takes grip on French far-right",Human
Too early to say if UK has made sufficient progress in Brexit talks: Irish PM,Human
Leadership of German far right splits hours after electoral success,Human
"After German election, Macron to set out his vision for Europe",Human
China's cyber watchdog imposes top fines on tech firms over censorship,Human
Putin to meet Erdogan in Ankara on Sept 28: Kremlin,Human
Russia denies it bombed U.S.-backed militias in Syria - RIA,Human
Qatar Says Trump wants to fix Gulf crisis with dialogue,Human
Brexit can be 'comfortably' negotiated in two years: Johnson,Human
"Zimbabwe pastor on trial for subversion, faces 20-year jail term",Human
Turkey will take two steps if Germany takes one to normalize relations - foreign minister,Human
British lesbian wins right to spousal visa in landmark Hong Kong case,Human
"Erdogan, Putin discuss Iraqi Kurdish referendum - Turkish presidential sources",Human
Philippines vows fair probe after Vietnamese fishermen killed,Human
Germany's FDP says won't agree to 'Jamaica' coalition at any price,Human
"Merkel: Open to coalition talks with FDP and Greens, but also SPD",Human
Turkey's foreign minister says Russian bombing in Syria's Idlib killing civilians,Human
U.S. hopes for 'good deliverables' during Trump's China visit,Human
China urges restraint amid war of words between Trump and North Korea,Human
"Germany's FDP sees common ground with Greens on education, digitization",Human
Juncker to Merkel: EU needs stable German government to shape Europe,Human
"Russian, Iranian presidents discuss Iraqi Kurdish vote - Rouhani's office",Human
China's Xi tells Britain's May North Korea issue should be peacefully resolved,Human
Iraqi PM orders security services 'to protect citizens being coerced' in Kurdistan,Human
Russian occupation of Crimea marked by grave human rights violations - U.N.,Human
Berlin votes to keep Cold War era Tegel airport open,Human
Qatar Foreign Minister: blockade pushing it closer to Iran economically,Human
"Bali's rumbling volcano spurs travel warnings from Australia, Singapore",Human
China jails former Tianjin mayor for 12 years over graft,Human
Swedish court sentences Syrian asylum seeker to prison for posing with war dead,Human
U.S.-backed SDF say attacked by Russian jets in east Syria,Human
Ivory Coast accepts tribunal ruling in border dispute with Ghana,Human
Russia's Putin may meet Venezuela's Maduro: Kremlin,Human
Damascus rejects Iraqi Kurdish independence referendum,Human
Tale of two cities: Kurdish vote lays bare political divisions,Human
French unions block fuel depots in protest against labor reforms,Human
British police arrest seventh man over bomb attack on London train,Human
Malaysia's dissent on Myanmar statement reveals cracks in ASEAN facade,Human
"Trump slaps travel restrictions on N.Korea, Venezuela in sweeping new ban",Human
China says supports Iraq's unity as Kurds vote in referendum,Human
Turkey vows to take 'all measures' if Iraqi Kurdish referendum endangers security,Human
Turkey blocks access from northern Iraq at Habur border gate: NTV,Human
"Turkey weighing border, air space measures over Iraqi Kurdish referendum: PM",Human
"Turkey to form closer ties with Iraqi central government after referendum, PM says",Human
Turkey's Erdogan to discuss response to Iraqi referendum during Iran visit: PM,Human
Insight: Rap and the Party: China taps youth culture to hook millennial cadres,Human
China calls for restraint over North Korea tensions,Human
New Zealand's nationalist 'kingmaker' says has not yet contacted National or Labour leaders,Human
One week to cross a street: how IS pinned down Filipino soldiers in Marawi,Human
Cambodia's opposition puts out banners calling for leader's release,Human
Chinese graft suspect returns from U.S. to surrender,Human
U.N. medics see evidence of rape in Myanmar army 'cleansing' campaign,Human
Myanmar says bodies of 28 Hindu villagers found in Rakhine State,Human
Mexicans turn to church as earthquake death toll hits 320,Human
New Zealand Labour leader says will reach out to NZ First in next couple of days,Human
Supreme Court has option to duck travel ban ruling,Human
"As Germans clip Merkel's wings, Brussels braces for turbulence",Human
German vote could doom Merkel-Macron deal on Europe,Human
"Kurds stick with independence vote, 'never going back to Baghdad': Barzani",Human
Ethnically divided Iraqi town fears fresh conflict after Kurds' independence vote,Human
U.S. air strikes kill 17 Islamic State militants in Libya: U.S. military,Human
Macron says pursuing cooperation with Merkel that is vital for Europe,Human
"Incensed over refugees, east Germans punish easterner Merkel",Human
Iran says Guards attack Islamic State with drones in Eastern Syria,Human
Germany's jubilant far-right has Merkel in its sights,Human
Trump aide Greenblatt returning to Israel for peace talks: official,Human
"While wealthy Mexicans swamped by quake aid, poor feel abandoned",Human
Germany's Syrian refugees celebrate Merkel win but fear rise of far-right,Human
German Social Democrats vow to rebuild in opposition after election drubbing,Human
Hurdles high for Merkel in three-way 'Jamaica' tie-up talks,Human
"Iraqi government asks Kurdistan regional government to hand over border posts, airports in referendum dispute",Human
